ID,ano,numero_questao,enunciado,alternativas,resposta_correta,prova_cor
124,2016,159,"Um posto de saúde registrou a quantidade de vacinas aplicadas contra febre amarela nos últimos cinco meses:- 1º mês: 21;- 2º mês: 22;- 3º mês: 25;- 4º mês: 31;- 5º mês: 21.No início do primeiro mês, esse posto de saúde tinha 228 vacinas contra febre amarela em estoque. A política de reposição do estoque prevê a aquisição de novas vacinas, no início do sexto mês, de tal forma que a quantidade inicial em estoque para os próximos meses seja igual a 12 vezes a média das quantidades mensais dessas vacinas aplicadas nos últimos cinco meses.Para atender essas condições, a quantidade de vacinas contra febre amarela que o posto de saúde deve adquirir no início do sexto mês é",a) 156.b) 180.c) 192.d) 264.e) 288.,B,verde
125,2016,160,"Uma liga metálica sai do forno a uma temperatura de 3.000 °C e diminui 1% de sua temperatura a cada 30 min.Use 0,477 como aproximação para $\log_{10}(3)$ e 1,041 como aproximação para $\log_{10}(11)$.O tempo decorrido, em hora, até que a liga atinja 30 °C é mais próximo de",a) 22.b) 50.c) 100.d) 200.e) 400.,D,verde
126,2016,163,"Densidade absoluta ($d$) é a razão entre a massa de um corpo e o volume por ele ocupado. Um professor propôs à sua turma que os alunos analisassem a densidade de três corpos: $d_A$, $d_B$, $d_C$. Os alunos verificaram que o corpo $A$ possuía 1,5 vez a massa do corpo $B$ e esse, por sua vez, tinha $\frac{3}{4}$ da massa do corpo $C$. Observaram, ainda, que o volume do corpo $A$ era o mesmo do corpo $B$ e 20% maior do que o volume do corpo $C$.Após a análise, os alunos ordenaram corretamente as densidades desses corpos da seguinte maneira",A) d_B < d_A < d_C B) d_B = d_A < d_C C) d_C < d_B = d_A D) d_B < d_C < d_A E) d_C < d_B < d_A,A,verde
127,2016,165,"Sob a orientação de um mestre de obras, João e Pedro trabalharam na reforma de um edifício. João efetuou reparos na parte hidráulica nos andares 1, 3, 5, 7, e assim sucessivamente, de dois em dois andares. Pedro trabalhou na parte elétrica nos andares 1, 4, 7, 10, e assim sucessivamente, de três em três andares. Coincidentemente, terminaram seus trabalhos no último andar. Na conclusão da reforma, o mestre de obras informou, em seu relatório, o número de andares do edifício. Sabe-se que, ao longo da execução da obra, em exatamente 20 andares, foram realizados reparos nas partes hidráulica e elétrica por João e Pedro.Qual é o número de andares desse edifício?",a) 40b) 60c) 100d) 115e) 120,D,verde
128,2016,167,"Um túnel deve ser lacrado com uma tampa de concreto. A seção transversal do túnel e a tampa de concreto têm contornos de um arco de parábola e mesmas dimensões. Para determinar o custo da obra, um engenheiro deve calcular a área sob o arco parabólico em questão. Usando o eixo horizontal no nível do chão e o eixo de simetria da parábola como eixo vertical, obteve a seguinte equação para a parábola:$y = 9 - x^2$ sendo $x$ e $y$ medidos em metros.Sabe-se que a área sob uma parábola como esta é igual a $\frac{2}{3}$ da área do retângulo cujas dimensões são, respectivamente, iguais à base e à altura da entrada do túnel.Qual é a área da parte frontal da tampa de concreto, em metro quadrado?",a) 18b) 20c) 36d) 45e) 54,C,verde
129,2016,168,"Para cadastrar-se em um site, uma pessoa precisa escolher uma senha composta por quatro caracteres, sendo dois algarismos e duas letras (maiúsculas ou minúsculas). As letras e os algarismos podem estar em qualquer posição. Essa pessoa sabe que o alfabeto é composto por vinte e seis letras e que uma letra maiúscula difere da minúscula em uma senha.O número total de senhas possíveis para o cadastramento nesse site é dado por",A) 10^2 * 26^2 B) 10^2 * 52^2 C) 10^2 * 52^2 * (4! / 2!) D) 10^2 * 26^2 * (4! / (2! * 2!)) E) 10^2 * 52^2 * (4! / (2! * 2!)),E,verde
130,2016,174,"Um paciente necessita de reidratação endovenosa feita por meio de cinco frascos de soro durante $24\ h$. Cada frasco tem um volume de $800\ mL$ de soro. Nas primeiras quatro horas, deverá receber 40% do total a ser aplicado. Cada mililitro de soro corresponde a 12 gotas.O número de gotas por minuto que o paciente deverá receber após as quatro primeiras horas será",a) 16b) 20c) 24d) 34e) 40,C,verde
131,2016,175,"É comum os artistas plásticos se apropriarem de entes matemáticos para produzirem, por exemplo, formas e imagens por meio de manipulações. Um artista plástico, em uma de suas obras, pretende retratar os diversos polígonos obtidos pelas intersecções de um plano com uma pirâmide regular de base quadrada.Segundo a classificação dos polígonos, quais deles são possíveis de serem obtidos pelo artista plástico?","a) Quadrados, apenas.b) Triângulos e quadrados, apenas.c) Triângulos, quadrados e trapézios, apenas.d) Triângulos, quadrados, trapézios e quadriláteros irregulares, apenas.e) Triângulos, quadrados, trapézios, quadriláteros irregulares e pentágonos, apenas.",E,verde
132,2016,177,"O LIRAa, Levantamento Rápido do Índice de Infestação por *Aedes aegypti*, consiste num mapeamento da infestação do mosquito *Aedes aegypti*. O LIRAa é dado pelo percentual do número de imóveis com focos do mosquito, entre os escolhidos de uma região em avaliação.O serviço de vigilância sanitária de um município, no mês de outubro do ano corrente, analisou o LIRAa de cinco bairros que apresentaram o maior índice de infestação no ano anterior. Os dados obtidos para cada bairro foram:I. 14 imóveis com focos de mosquito em 400 imóveis no bairro;II. 6 imóveis com focos de mosquito em 500 imóveis no bairro;III. 13 imóveis com focos de mosquito em 520 imóveis no bairro;IV. 9 imóveis com focos de mosquito em 360 imóveis no bairro;V. 15 imóveis com focos de mosquito em 500 imóveis no bairro.O setor de dedetização do município definiu que o direcionamento das ações de controle iniciarão pelo bairro que apresentou o maior índice do LIRAa.Disponível em: http://bvsms.saude.gov.br. Acesso em: 28 out. 2015.As ações de controle iniciarão pelo bairro",a) I.b) II.c) III.d) IV.e) V.,A,verde
133,2016,179,"Diante da hipótese do comprometimento da qualidade da água retirada do volume morto de alguns sistemas hídricos, os técnicos de um laboratório decidiram testar cinco tipos de filtros de água.Dentre esses, os quatro com melhor desempenho serão escolhidos para futura comercialização.Nos testes, foram medidas as massas de agentes contaminantes, em miligrama, que não são capturados por cada filtro em diferentes períodos, em dia, como segue:- Filtro 1 ($F1$): $18\ mg$ em 6 dias;- Filtro 2 ($F2$): $15\ mg$ em 3 dias;- Filtro 3 ($F3$): $18\ mg$ em 4 dias;- Filtro 4 ($F4$): $6\ mg$ em 3 dias;- Filtro 5 ($F5$): $3\ mg$ em 2 dias.Ao final, descarta-se o filtro com a maior razão entre a medida da massa de contaminantes não capturados e o número de dias, o que corresponde ao de pior desempenho.Disponível em: www.redebrasilatual.com.br. Acesso em: 12 jul. 2015 (adaptado).O filtro descartado é o",a) F1b) F2c) F3d) F4e) F5,B,verde
134,2017,137,"Para realizar a viagem dos sonhos, uma pessoa precisava fazer um empréstimo no valor de $R\$ \, 5.000,00$. Para pagar as prestações, dispõe de, no máximo, $R\$ \, 400,00$ mensais. Para esse valor de empréstimo, o valor da prestação ($P$) é calculado em função do número de prestações ($n$) segundo a fórmula:$$P = \frac{5.000 \times 1,013^n \times 0,013}{(1,013^n - 1)}$$Se necessário, utilize $0,005$ como aproximação para $\log 1,013$; $2,602$ como aproximação para como aproximação para $\log 400$ e $2,525$ como aproximação para $\log 335$.De acordo com a fórmula dada, o menor número de parcelas cujos valores não comprometem o limite definido pela pessoa é",a) 12.b) 14.c) 15.d) 16.e) 17.,D,verde
135,2017,141,"Em uma cantina, o sucesso de venda no verão são sucos preparados à base de polpa de frutas. Um dos sucos mais vendidos é o de morango com acerola, que é preparado com $\frac{2}{3}$ de polpa de morango e $\frac{1}{3}$ de polpa de acerola.Para o comerciante, as polpas são vendidas em embalagens de igual volume. Atualmente, a embalagem da polpa de morango custa $R\$ \, 18,00$ e a de acerola, $R\$ \, 14,70$. Porém, está prevista uma alta no preço da embalagem da polpa de acerola no próximo mês, passando a custar $R\$ \, 15,30$. Para não aumentar o preço do suco, o comerciante negociou com o fornecedor uma redução no preço da embalagem da polpa de morango.A redução, em real, no preço da embalagem da polpa de morango deverá ser de:","a) R$ 1,20.b) R$ 0,90.c) R$ 0,60.d) R$ 0,40.e) R$ 0,30.",E,verde
136,2017,142,"Um casal realiza sua mudança de domicílio e necessita colocar numa caixa de papelão um objeto cúbico, de $80 \text{ cm}$ de aresta, que não pode ser desmontado. Eles têm à disposição cinco caixas, com diferentes dimensões, conforme descrito:- Caixa 1: $86 \text{ cm} \times 86 \text{ cm} \times 86 \text{ cm}$- Caixa 2: $75 \text{ cm} \times 82 \text{ cm} \times 90 \text{ cm}$- Caixa 3: $85 \text{ cm} \times 82 \text{ cm} \times 90 \text{ cm}$- Caixa 4: $82 \text{ cm} \times 95 \text{ cm} \times 82 \text{ cm}$- Caixa 5: $80 \text{ cm} \times 95 \text{ cm} \times 85 \text{ cm}$O casal precisa escolher uma caixa na qual o objeto caiba, de modo que sobre o menor espaço livre em seu interior.A caixa escolhida pelo casal deve ser a de número:",a) 1.b) 2.c) 3.d) 4.e) 5.,C,verde
137,2017,136,"Um empréstimo foi feito a taxa mensal de $i\%$, usando juros compostos, em oito parcelas fixas e iguais a $P$.O devedor tem a possibilidade de quitar a dívida antecipadamente a qualquer momento, pagando para isso o valor atual das parcelas ainda a pagar. Após pagar a $5^a$ parcela, resolve quitar a dívida no ato de pagar a $6^a$ parcela.A expressão que corresponde ao valor total pago pela quitação do empréstimo é",A) P * [1 + 1/(1 + i/100) + 1/(1 + i/100)^2] B) P * [1 + 1/(1 + i/100) + 1/(1 + 2i/100)] C) P * [1 + 1/(1 + i/100)^2 + 1/(1 + i/100)^2] D) P * [1 + 1/(1 + i/100) + 1/(1 + 2i/100) + 1/(1 + 3i/100)] E) P * [1 + 1/(1 + i/100) + 1/(1 + i/100)^2 + 1/(1 + i/100)^3],A,verde
138,2017,137,"Para realizar a viagem dos sonhos, uma pessoa precisava fazer um empréstimo no valor de R$ 5.000,00. Para pagar as prestações, dispõe de, no máximo, R$ 400,00 mensais. Para esse valor de empréstimo, o valor da prestação ($P$) é calculado em função do número de prestações ($n$) segundo a fórmula$$P = \frac{5.000 \times 1,013^n \times 0,013}{(1,013^n - 1)}$$Se necessário, utilize 0,005 como aproximação para $\log 1,013$; 2,602 como aproximação para $\log 400$ e 2,525 como aproximação para $\log 335$.De acordo com a fórmula dada, o menor número de parcelas cujos valores não comprometem o limite definido pela pessoa é",a) 12.b) 14.c) 15.d) 16.e) 17.,D,verde
139,2017,141,"Em uma cantina, o sucesso de venda no verão são sucos preparados à base de polpa de frutas. Um dos sucos mais vendidos é o de morango com acerola, que é preparado com $\frac{2}{3}$ de polpa de morango e $\frac{1}{3}$ de polpa de acerola.Para o comerciante, as polpas são vendidas em embalagens de igual volume. Atualmente, a embalagem da polpa de morango custa R$ 18,00 e a de acerola, R$ 14,70. Porém, está prevista uma alta no preço da embalagem da polpa de acerola no próximo mês, passando a custar R$ 15,30.Para não aumentar o preço do suco, o comerciante negociou com o fornecedor uma redução no preço da embalagem da polpa de morango.A redução, em real, no preço da embalagem da polpa de morango deverá ser de:","a) R$ 1,20.b) R$ 0,90.c) R$ 0,60.d) R$ 0,40.e) R$ 0,30.",E,verde
140,2017,142,"Um casal realiza sua mudança de domicílio e necessita colocar numa caixa de papelão um objeto cúbico, de $80\ cm$ de aresta, que não pode ser desmontado. Eles têm à disposição cinco caixas, com diferentes dimensões, conforme descrito:- Caixa 1: $86\ cm \times 86\ cm \times 86\ cm$- Caixa 2: $75\ cm \times 82\ cm \times 90\ cm$- Caixa 3: $85\ cm \times 82\ cm \times 90\ cm$- Caixa 4: $82\ cm \times 95\ cm \times 82\ cm$- Caixa 5: $80\ cm \times 95\ cm \times 85\ cm$O casal precisa escolher uma caixa na qual o objeto caiba, de modo que sobre o menor espaço livre em seu interior.A caixa escolhida pelo casal deve ser a de número:",a) 1.b) 2.c) 3.d) 4.e) 5.,C,verde
141,2017,144,"Uma empresa especializada em conservação de piscinas utiliza um produto para tratamento da água cujas especificações técnicas sugerem que seja adicionado 1,5 ml desse produto para cada 1.000 L de água da piscina. Essa empresa foi contratada para cuidar de uma piscina de base retangular, de profundidade constante igual a 1,7 m, com largura e comprimento iguais a 3 m e 5 m, respectivamente. O nível da lâmina d’água dessa piscina é mantido a 50 cm da borda da piscina.A quantidade desse produto, em mililitro, que deve ser adicionada a essa piscina de modo a atender às suas especificações técnicas é:","a) 11,25.b) 27,00.c) 28,80.d) 32,25.e) 49,50.",B,verde
142,2017,145,"Um instituto de pesquisas eleitorais recebe uma encomenda na qual a margem de erro deverá ser de, no máximo, 2 pontos percentuais (0,02). O instituto tem 5 pesquisas recentes, P1 a P5, sobre o tema objeto da encomenda e irá usar a que tiver o erro menor que o pedido.Os dados sobre as pesquisas são os seguintes:\begin{tabular}{|c|c|c|c|}\hlinePesquisa & $\sigma$ & N & $\sqrt{N}$ \\\hlineP1 & 0,5 & 1.764 & 42 \\\hlineP2 & 0,4 & 784 & 28 \\\hlineP3 & 0,3 & 576 & 24 \\\hlineP4 & 0,2 & 441 & 21 \\\hlineP5 & 0,1 & 64 & 8 \\\hline\end{tabular}O erro e pode ser expresso por$|e| < 1,96\frac{\sigma}{\sqrt{N}}$em que $\sigma$ é um parâmetro e N é o número de pessoas entrevistadas pela pesquisa.Qual pesquisa deverá ser utilizada?",a) P1b) P2c) P3d) P4e) P5,D,verde
